gene,stage,annotation
CG31349,3,"('hindgut anlage', 'trunk mesoderm primordium P2', 'ventral ectoderm primordium P2', 'dorsal ectoderm primordium', 'ubiquitous', 'procephalic ectoderm anlage', 'mesectoderm primordium', 'head mesoderm primordium P4', 'ventral nerve cord anlage')"
CG31349,4,"('foregut primordium', 'dorsal ectoderm primordium', 'ventral ectoderm primordium', 'inclusive hindgut primordium', 'trunk mesoderm primordium', 'ubiquitous')"
CG31349,5,"('clypeo-labral primordium', 'ventral epidermis primordium', 'dorsal epidermis primordium', 'tracheal primordium', 'hindgut proper primordium', 'foregut primordium', 'somatic muscle primordium', 'trunk mesoderm primordium', 'muscle system primordium', 'visceral muscle primordium')"
CG31349,6,"('ventral midline', 'embryonic head epidermis', 'embryonic foregut', 'embryonic ventral epidermis', 'embryonic ventral apodeme', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'embryonic hindgut', 'atrium', 'embryonic esophagus', 'embryonic hypopharynx', 'embryonic epipharynx', 'embryonic/larval garland cell')"
CG3135,5,"('hindgut proper primordium',)"
CG3135,6,"('embryonic optic lobe', 'embryonic/larval anterior spiracle', 'embryonic hindgut')"
CG31352,2,"('faint ubiquitous',)"
CG31352,3,"('faint ubiquitous',)"
CG31352,4,"('foregut primordium', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'trunk mesoderm primordium')"
CG31352,5,"('embryonic leading edge cell specific anlage', 'tracheal primordium', 'Malpighian tubule primordium', 'hindgut proper primordium', 'posterior midgut primordium', 'somatic muscle primordium', 'trunk mesoderm primordium')"
CG31352,6,"('embryonic salivary gland', 'embryonic/larval muscle system', 'embryonic midgut')"
CG31357,1,"('maternal',)"
CG31357,2,"('cellular blastoderm', 'maternal', 'strong ubiquitous')"
CG31357,3,"('ubiquitous', 'strong ubiquitous')"
CG31357,4,"('ubiquitous', 'strong ubiquitous')"
CG31357,5,"('anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium')"
CG31357,6,"('embryonic central nervous system', 'ventral nerve cord', 'embryonic midgut interstitial cell', 'embryonic brain', 'embryonic midgut')"
CG3136,1,"('maternal',)"
CG3136,2,"('pole cell', 'ubiquitous')"
CG3136,3,"('pole cell', 'faint ubiquitous')"
CG3136,4,"('germ cell', 'faint ubiquitous')"
CG3136,5,"('ubiquitous',)"
CG3136,6,"('ubiquitous',)"
CG31361,5,"('fat body/gonad primordium', 'yolk nuclei', 'plasmatocytes anlage')"
CG31361,6,"('embryonic salivary gland', 'ventral nerve cord', 'embryonic/larval oenocyte', 'gonad', 'yolk nuclei', 'embryonic salivary gland body', 'embryonic/larval fat body', 'plasmatocytes')"
CG31363,1,"('maternal',)"
CG31363,2,"('cellular blastoderm', 'maternal')"
CG31363,3,"('ubiquitous', 'amnioserosa anlage')"
CG31363,4,"('amnioserosa primordium', 'ubiquitous')"
CG31363,5,"('embryonic optic lobe primordium', 'atrium primordium', 'ubiquitous', 'tracheal primordium', 'posterior spiracle specific anlage', 'head mesoderm primordium', 'amnioserosa')"
CG31363,6,"('embryonic optic lobe', 'embryonic head epidermis', 'sensory system head', 'adult eye primordium', 'head epidermis dorsal', 'embryonic hypopharynx', 'dorsal imaginal precursor', 'embryonic/larval posterior spiracle', 'atrium', 'embryonic/larval tracheal system', 'embryonic/larval anterior spiracle')"
CG31365,1,"('maternal',)"
CG31365,2,"('cellular blastoderm', 'ubiquitous', 'maternal')"
CG31365,3,"('anterior endoderm anlage', 'posterior endoderm primordium P2', 'head mesoderm primordium P4', 'trunk mesoderm primordium P2', 'procephalic ectoderm anlage', 'ubiquitous')"
CG31365,4,"('procephalic ectoderm primordium', 'ventral nerve cord primordium P3', 'anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous')"
CG31365,5,"('embryonic central brain neuron', 'embryonic central brain glia', 'lateral cord neuron', 'lateral cord glia', 'posterior midgut primordium', 'anterior midgut primordium', 'brain primordium', 'ventral nerve cord primordium', 'ubiquitous')"
CG31365,6,"('embryonic central nervous system', 'embryonic brain', 'ventral nerve cord')"
CG31368,1,"('maternal', 'ubiquitous')"
CG31368,2,"('ubiquitous',)"
CG31368,3,"('ubiquitous',)"
CG31368,4,"('ubiquitous',)"
CG31368,5,"('anterior midgut primordium', 'posterior midgut primordium', 'brain primordium', 'ubiquitous', 'ventral nerve cord primordium')"
CG31368,6,"('embryonic central nervous system', 'ventral nerve cord', 'embryonic midgut', 'embryonic/larval visceral muscle', 'gonad', 'faint ubiquitous', 'embryonic brain')"
CG31374,1,"('maternal', 'flag_for_volker')"
CG31374,2,"('faint ubiquitous',)"
CG31374,3,"('faint ubiquitous',)"
CG31374,4,"('faint ubiquitous',)"
CG31374,5,"('trunk mesoderm primordium', 'faint ubiquitous')"
CG31374,6,"('embryonic/larval garland cell', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle')"
CG31385,1,"('maternal',)"
CG31385,2,"('cellular blastoderm', 'head epidermis dorsal anlage in statu nascendi', 'head epidermis anlage in statu nascendi', 'clypeolabrum anlage in statu nascendi', 'faint ubiquitous', 'gap', 'ventral ectoderm anlage in statu nascendi')"
CG31385,3,"('ventral ectoderm primordium P2', 'head epidermis lateral A', 'clypeolabrum anlage', 'hypopharynx anlage')"
CG31385,4,"('ventral ectoderm primordium', 'ventral epidermis primordium P2', 'clypeolabrum primordium P2', 'procephalic ectoderm primordium')"
CG31385,5,"('clypeo-labral primordium', 'head epidermis primordium P1', 'epipharynx primordium P1', 'foregut primordium', 'dorsal epidermis primordium', 'hindgut proper primordium')"
CG31385,6,"('embryonic head epidermis', 'sensory system head', 'embryonic epipharynx', 'embryonic hypopharynx')"
CG31388,1,"('maternal',)"
CG3139,6,"('embryonic central nervous system', 'ventral nerve cord', 'embryonic brain')"
CG31390,1,"('maternal',)"
CG31390,2,"('ubiquitous',)"
CG31390,3,"('ubiquitous',)"
CG31390,4,"('ubiquitous',)"
CG31390,5,"('ubiquitous',)"
CG31390,6,"('ubiquitous',)"
CG31392,1,"('maternal',)"
CG31392,2,"('ubiquitous',)"
CG31392,3,"('ubiquitous',)"
CG31392,4,"('ubiquitous',)"
CG31392,5,"('faint ubiquitous',)"
CG31392,6,"('faint ubiquitous',)"
CG3140,1,"('maternal',)"
CG3140,2,"('cellular blastoderm', 'ubiquitous')"
CG3140,3,"('ubiquitous',)"
CG3140,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'trunk mesoderm primordium', 'ubiquitous')"
CG3140,5,"('anterior midgut primordium', 'posterior midgut primordium', 'hindgut proper primordium', 'muscle system primordium', 'ubiquitous', 'trunk mesoderm primordium')"
CG3140,6,"('embryonic anal pad', 'embryonic midgut', 'embryonic hindgut', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval somatic muscle', 'ubiquitous')"
CG31410,6,"('embryonic midgut',)"
CG31426,1,"('maternal',)"
CG31426,2,"('ubiquitous',)"
CG31426,3,"('faint ubiquitous',)"
CG31426,4,"('faint ubiquitous',)"
CG31426,5,"('faint ubiquitous', 'trunk mesoderm primordium', 'head mesoderm primordium', 'anterior midgut primordium', 'posterior midgut primordium')"
CG31426,6,"('faint ubiquitous', 'embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic midgut')"
CG3143,1,"('maternal',)"
CG3143,2,"('faint ubiquitous',)"
CG3143,5,"('clypeo-labral primordium', 'proventriculus primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'garland cell primordium', 'dorsal epidermis primordium', 'epipharynx primordium P1', 'hypopharynx primordium P1')"
CG3143,6,"('embryonic epipharynx', 'embryonic hypopharynx', 'embryonic proventriculus', 'embryonic dorsal epidermis', 'embryonic midgut', 'embryonic/larval garland cell')"
CG31431,2,"('posterior endoderm anlage in statu nascendi',)"
CG31431,3,"('posterior endoderm primordium P2', 'head mesoderm primordium P4', 'yolk nuclei')"
CG31431,4,"('amnioserosa', 'anterior endoderm primordium', 'posterior endoderm primordium', 'head mesoderm primordium P2', 'crystal cell specific anlage', 'yolk nuclei')"
CG31431,5,"('anterior midgut primordium', 'plasmatocytes anlage', 'procrystal cell', 'yolk nuclei', 'amnioserosa', 'posterior midgut primordium')"
CG31431,6,"('embryonic midgut', 'embryonic midgut chamber', 'plasmatocytes', 'crystal cell', 'yolk nuclei')"
CG31441,1,"('maternal',)"
CG31441,2,"('ubiquitous',)"
CG31441,3,"('ubiquitous',)"
CG31441,4,"('ubiquitous',)"
CG31441,5,"('ubiquitous',)"
CG31441,6,"('ubiquitous',)"
CG31450,1,"('maternal',)"
CG31450,2,"('ubiquitous',)"
CG31450,3,"('faint ubiquitous',)"
CG31450,4,"('anterior endoderm primordium', 'posterior endoderm primordium')"
CG31450,5,"('anterior midgut primordium', 'posterior midgut primordium')"
CG31450,6,"('embryonic midgut',)"
CG31463,5,"('fat body/gonad primordium', 'trunk mesoderm primordium')"
CG31463,6,"('embryonic midgut', 'embryonic midgut chamber')"
CG31475,6,"('embryonic proventriculus intermediate layer', 'embryonic proventriculus')"
CG31478,1,"('maternal', 'ubiquitous')"
CG31478,2,"('ubiquitous',)"
CG31478,3,"('ubiquitous',)"
CG31478,4,"('ubiquitous', 'foregut primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'inclusive hindgut primordium', 'trunk mesoderm primordium')"
CG31478,5,"('ubiquitous', 'anterior midgut primordium', 'posterior midgut primordium', 'Malpighian tubule primordium', 'hindgut proper primordium', 'trunk mesoderm primordium')"
CG31478,6,"('embryonic midgut', 'embryonic gastric caecum', 'embryonic midgut chamber', 'embryonic Malpighian tubule', 'embryonic hindgut', 'embryonic/larval muscle system')"
CG31481,4,"('gnathal lobes anlage',)"
CG31481,5,"('maxillary sensory complex primordium', 'labial sensory complex primordium', 'visceral muscle primordium')"
CG31481,6,"('embryonic maxillary sensory complex', 'embryonic labial sensory complex', 'embryonic/larval visceral muscle', 'embryonic esophageal ganglion', 'ventral nerve cord')"
CG31510,1,"('maternal',)"
CG31510,2,"('ubiquitous',)"
CG31510,3,"('ubiquitous',)"
CG31510,4,"('ventral nerve cord primordium P3', 'ubiquitous')"
CG31510,5,"('brain primordium', 'ventral nerve cord primordium', 'ubiquitous')"
CG31510,6,"('embryonic brain', 'ventral nerve cord', 'ubiquitous')"
CG31522,4,"('anterior endoderm primordium', 'posterior endoderm primordium')"
CG31522,5,"('anterior midgut primordium', 'posterior midgut primordium')"
CG31522,6,"('embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic midgut')"
CG31523,1,"('maternal',)"
CG31523,2,"('cellular blastoderm', 'ubiquitous', 'apically cleared')"
CG31523,5,"('tracheal primordium', 'posterior spiracle specific anlage', 'dorsal trunk specific anlage', 'primary segmental branch specific anlage', 'visceral branch specific anlage')"
CG31523,6,"('embryonic head epidermis', 'embryonic esophagus', 'embryonic ventral epidermis', 'embryonic/larval tracheal system', 'embryonic/larval posterior spiracle', 'embryonic/larval dorsal trunk', 'embryonic/larval dorsal branch', 'embryonic/larval visceral branch', 'embryonic dorsal epidermis')"
CG3153,5,"('dorsal epidermis primordium',)"
CG3153,6,"('embryonic hypopharynx', 'ventral nerve cord', 'embryonic dorsal epidermis', 'embryonic/larval tracheal system', 'atrium', 'embryonic ventral epidermis')"
CG31531,1,"('maternal', 'ubiquitous')"
CG31531,2,"('faint ubiquitous',)"
CG31531,3,"('faint ubiquitous',)"
CG31531,4,"('faint ubiquitous',)"
CG31531,5,"('posterior spiracle specific anlage', 'hindgut proper primordium', 'faint ubiquitous')"
CG31531,6,"('embryonic/larval posterior spiracle', 'embryonic hindgut', 'faint ubiquitous')"
CG31534,1,"('maternal',)"
CG31534,2,"('faint ubiquitous', 'dorsal ectoderm anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi')"
CG31534,3,"('faint ubiquitous',)"
CG31534,4,"('dorsal ectoderm primordium',)"
CG31534,5,"('dorsal epidermis primordium', 'tracheal primordium')"
CG31534,6,"('embryonic foregut', 'embryonic epipharynx', 'embryonic esophagus', 'embryonic ventral epidermis', 'embryonic ventral apodeme', 'embryonic dorsal epidermis', 'embryonic dorsal apodeme', 'embryonic/larval posterior spiracle', 'embryonic hindgut')"
CG31536,3,"('faint ubiquitous',)"
CG31536,4,"('faint ubiquitous',)"
CG31536,5,"('dorsal pharyngeal muscle primordium', 'longitudinal visceral mesoderm primordium', 'visceral muscle primordium', 'anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous', 'trunk mesoderm primordium')"
CG31536,6,"('embryonic/larval muscle system', 'dorsal prothoracic pharyngeal muscle', 'embryonic/larval visceral muscle', 'longitudinal visceral muscle fibers', 'embryonic midgut')"
CG31543,1,"('maternal',)"
CG31543,2,"('faint ubiquitous',)"
CG31543,3,"('anterior endoderm anlage', 'posterior endoderm primordium P2', 'faint ubiquitous')"
CG31543,4,"('ventral ectoderm primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'faint ubiquitous')"
CG31543,5,"('anterior midgut primordium', 'posterior midgut primordium', 'faint ubiquitous')"
CG31547,6,"('embryonic anal pad', 'embryonic midgut')"
CG31550,1,"('maternal', 'ubiquitous')"
CG31550,2,"('ubiquitous', 'maternal')"
CG31550,3,"('ubiquitous',)"
CG31550,4,"('ubiquitous',)"
CG31550,5,"('ubiquitous',)"
CG31559,6,"('embryonic foregut', 'embryonic ventral epidermis', 'embryonic dorsal epidermis', 'embryonic head epidermis', 'embryonic esophagus', 'embryonic hypopharynx')"
CG3157,1,"('maternal',)"
CG3157,2,"('ubiquitous',)"
CG3157,3,"('ubiquitous',)"
CG3157,4,"('ubiquitous', 'faint ubiquitous')"
CG3157,5,"('faint ubiquitous',)"
CG31605,1,"('maternal',)"
CG31605,2,"('maternal',)"
CG31605,3,"('hindgut anlage', 'ubiquitous')"
CG31605,4,"('inclusive hindgut primordium', 'head mesoderm primordium P2', 'anterior endoderm primordium', 'posterior endoderm primordium', 'ubiquitous', 'yolk nuclei')"
CG31605,5,"('posterior midgut primordium', 'plasmatocytes anlage', 'anterior midgut primordium', 'ubiquitous', 'yolk nuclei', 'amnioserosa')"
CG31605,6,"('amnioserosa', 'embryonic Malpighian tubule', 'embryonic midgut', 'ubiquitous', 'yolk nuclei')"
CG31607,1,"('flag_for_volker',)"
CG31607,2,"('anlage in statu nascendi', 'foregut anlage in statu nascendi', 'hindgut anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi', 'visual anlage in statu nascendi', 'clypeolabrum anlage in statu nascendi', 'cellular blastoderm', 'gap')"
CG31607,3,"('hindgut anlage', 'procephalic ectoderm anlage', 'visual anlage', 'foregut anlage', 'clypeolabrum anlage')"
CG31607,4,"('ventral ectoderm primordium', 'anterior endoderm primordium', 'posterior endoderm primordium', 'mesectoderm primordium', 'ventral nerve cord primordium P3')"
CG31607,6,"('adult foregut precursor', 'adult hindgut precursor', 'embryonic proventriculus', 'embryonic hindgut', 'embryonic salivary gland duct', 'adult salivary primordium', 'sensory system head')"
CG31612,1,"('maternal',)"
CG31612,2,"('ubiquitous',)"
CG31612,3,"('head mesoderm primordium P4',)"
CG31612,5,"('head mesoderm primordium',)"
CG31612,6,"('gonad', 'embryonic/larval tracheal system')"
CG31619,1,"('flag_for_volker',)"
CG31619,5,"('need new term(larval eye primordium)', 'foregut primordium', 'atrium primordium')"
CG31619,6,"('embryonic central brain glia', 'labral sensory complex', 'embryonic esophagus', 'embryonic ventral epidermis', 'embryonic ventral apodeme', 'ventral nerve cord', 'lateral cord glia', 'embryonic dorsal epidermis', 'embryonic dorsal apodeme', 'embryonic proventriculus', 'embryonic head epidermis', 'embryonic brain', 'embryonic foregut', 'atrium')"
CG31626,6,"('embryonic head epidermis', 'embryonic foregut', 'embryonic esophagus', 'embryonic ventral epidermis', 'embryonic dorsal epidermis')"
CG31627,1,"('maternal',)"
CG31627,2,"('ubiquitous',)"
CG31628,1,"('maternal',)"
CG31628,2,"('ubiquitous',)"
CG31628,3,"('trunk mesoderm primordium P2', 'anterior endoderm anlage', 'posterior endoderm primordium P2')"
CG31628,4,"('anterior endoderm primordium', 'posterior endoderm primordium', 'trunk mesoderm primordium')"
CG31628,5,"('anterior midgut primordium', 'posterior midgut primordium', 'visceral muscle primordium')"
CG31628,6,"('embryonic midgut', 'embryonic hindgut', 'embryonic/larval visceral muscle')"
CG31629,1,"('maternal',)"
CG31629,2,"('subset', 'visual anlage in statu nascendi', 'procephalic ectoderm anlage in statu nascendi', 'ventral ectoderm anlage in statu nascendi')"
CG31629,3,"('procephalic ectoderm anlage', 'ventral ectoderm primordium P2', 'hindgut anlage', 'visual anlage')"
CG31629,4,"('ventral ectoderm primordium', 'mesectoderm primordium', 'inclusive hindgut primordium', 'visual primordium')"
CG31629,5,"('gnathal primordium', 'ventral midline glia', 'Malpighian tubule primordium', 'ventral epidermis primordium', 'embryonic optic lobe primordium', 'midline primordium')"
